order_id,order_date,ship_date,delivery_date,order_status,customer_id,customer_name,country,state,city,product_id,product_name,category,sub_category,brand,quantity,unit_price,payment_method,gender,age,total_sales
A10938,09-05-2026,14-04-2026,04-06-2026,Delivered,C6522,James Valenzuela,India,Maryland,Edwardport,P587,guy,Electronics,Accessories,Jenkins Ltd,5,49439,Card,Male,53,247194
A10939,14-07-2026,20-02-2026,24-02-2026,Delivered,C4001,Shawn Franklin,India,South Dakota,Randyborough,P390,question,Home,Furniture,Davis-Price,3,21993,UPI,Female,59,65980
A10940,20-05-2026,20-02-2026,04-03-2026,Delivered,C6251,Elizabeth Powell,India,California,Myersmouth,P370,government,Electronics,Mobile,"Gibson, Stephens and Nelson",2,40583,COD,Male,55,81165
A10941,13-12-2026,26-02-2026,04-11-2026,Delivered,C6421,Sean Serrano,India,Nebraska,Campbellbury,P809,raise,Electronics,Laptop,Moss Ltd,5,888,NetBanking,Female,25,4442
A10942,18-08-2026,26-07-2026,29-06-2026,Delivered,C6177,Kristen Small,India,South Carolina,Smithchester,P298,day,Fashion,Footwear,"Green, French and Butler",5,48506,UPI,Female,32,242529
A10943,14-01-2026,17-02-2026,28-11-2026,Delivered,C1208,Janet Navarro,India,Arkansas,South Victoriastad,P440,what,Electronics,Accessories,Wilson Group,5,46065,UPI,Female,43,230325
A10944,29-03-2026,05-05-2026,04-05-2026,Delivered,C4536,Debra Flores,India,Indiana,Sandovalton,P746,hit,Electronics,Accessories,"Barnes, Miles and Lynch",1,3784,Card,Female,19,3784
A10945,17-09-2026,15-12-2026,02-03-2026,Delivered,C2247,Stacey Weber,India,Oregon,Kellyview,P756,especially,Electronics,Mobile,Reyes-Aguirre,1,23530,UPI,Female,51,23530
A10946,05-08-2026,16-07-2026,28-01-2026,Delivered,C5655,Claire Reyes,India,Minnesota,Karenberg,P186,war,Home,Kitchen,Baker-Gray,2,10821,UPI,Male,46,21641
A10947,01-04-2026,16-12-2026,31-12-2026,Delivered,C1566,Brian Park,India,Wisconsin,New Ebonyhaven,P562,pick,Electronics,Accessories,Vasquez LLC,1,18198,UPI,Male,53,18198
A10948,07-08-2026,31-05-2026,08-10-2026,Delivered,C9158,Charles Mitchell,India,Michigan,East Kimberlyberg,P784,necessary,Fashion,Clothing,Rogers Group,5,19684,UPI,Male,32,98420
A10949,03-06-2026,28-04-2026,28-07-2026,Delivered,C3163,Christine Lyons,India,Rhode Island,East Marissaberg,P189,song,Electronics,Accessories,Shah-Whitaker,2,1263,UPI,Male,22,2526
A10950,10-02-2026,22-07-2026,04-01-2026,Delivered,C4804,Danielle Huber MD,India,New York,Williamsshire,P971,job,Home,Kitchen,Peterson and Sons,4,9575,COD,Male,35,38299
A10951,15-08-2026,19-08-2026,05-12-2026,Delivered,C4978,Michelle Lamb,India,Minnesota,North Nathan,P907,writer,Fashion,Clothing,Porter-Simmons,2,18625,NetBanking,Female,32,37249
A10952,21-06-2026,02-03-2026,18-09-2026,Delivered,C1830,Jared Rodriguez,India,Montana,New Maryside,P994,arm,Fashion,Clothing,Schneider-Lee,4,12908,Card,Female,46,51630
A10953,18-01-2026,22-12-2026,18-12-2026,Delivered,C5535,Nicole Long,India,Massachusetts,Port Kimberly,P773,data,Electronics,Mobile,"Ibarra, Parsons and Martinez",2,21274,UPI,Female,65,42549
A10954,18-02-2026,26-04-2026,16-03-2026,Delivered,C3644,Brent Jones,India,Maine,Daltonmouth,P807,course,Fashion,Footwear,Hill-Smith,2,16353,COD,Male,18,32707
A10955,11-11-2026,19-08-2026,09-02-2026,Delivered,C8923,Lee Andrews,India,North Carolina,West Michelle,P420,late,Fashion,Footwear,"Morris, Mason and Wolf",1,3959,COD,Male,64,3959
A10956,28-06-2026,13-06-2026,16-08-2026,Delivered,C9521,Devin Johnson,India,Rhode Island,West Nicole,P617,kind,Electronics,Mobile,Mahoney-Turner,4,22625,Card,Male,57,90501
A10957,27-07-2026,10-02-2026,30-07-2026,Delivered,C5212,Michelle Miller,India,New York,East David,P519,own,Home,Kitchen,"Gomez, Richardson and Garcia",5,44902,COD,Female,60,224512
A10958,27-06-2026,18-11-2026,13-04-2026,Delivered,C5024,Heather Perez,India,Arkansas,Port James,P258,with,Fashion,Clothing,Jackson Inc,4,15813,UPI,Male,33,63252
A10959,24-08-2026,16-01-2026,10-01-2026,Delivered,C9230,Christopher Alexander,India,Oklahoma,Port John,P740,southern,Fashion,Footwear,Powell PLC,1,23134,UPI,Female,38,23134
A10960,25-04-2026,16-12-2026,09-06-2026,Delivered,C2175,Anthony Banks,India,New Mexico,Dawnland,P800,process,Fashion,Clothing,King-Jacobs,2,32360,NetBanking,Female,58,64719
A10961,09-12-2026,06-05-2026,02-10-2026,Delivered,C3732,Todd Russell,India,Connecticut,Port Danielshire,P591,much,Electronics,Accessories,"Hughes, Hernandez and Lewis",3,26239,NetBanking,Male,24,78716
A10962,05-01-2026,21-03-2026,06-03-2026,Delivered,C8211,Mackenzie Hart,India,Maine,Ethanborough,P990,training,Electronics,Mobile,"Schultz, Hawkins and Burns",5,8306,COD,Female,36,41528
A10963,10-06-2026,19-05-2026,08-03-2026,Delivered,C6332,Vincent Bennett,India,Utah,New Dana,P854,success,Electronics,Laptop,"Jackson, Patel and Schultz",2,49803,NetBanking,Male,36,99607
A10964,12-02-2026,04-01-2026,17-02-2026,Delivered,C4313,Christopher Jones,India,Pennsylvania,West Sheilaton,P458,Mrs,Fashion,Footwear,"Holland, Morrison and Lane",4,8491,NetBanking,Female,56,33963
A10965,29-03-2026,16-07-2026,20-12-2026,Delivered,C6010,Stephanie Good,India,Utah,East Robert,P647,ask,Home,Furniture,"Malone, Patel and Smith",3,28714,Card,Male,45,86143
A10966,20-06-2026,22-08-2026,07-09-2026,Delivered,C5841,Stephanie Thornton,India,Indiana,East Misty,P948,red,Electronics,Accessories,Rodriguez-Phillips,4,23234,UPI,Male,41,92937
A10967,28-08-2026,19-01-2026,01-10-2026,Delivered,C9474,Christopher Gamble,India,Louisiana,Port Diane,P717,have,Fashion,Clothing,"Johnson, Reed and Shepherd",1,499,UPI,Female,65,499
A10968,22-06-2026,01-03-2026,22-05-2026,Delivered,C2874,Rachel Lang,India,New Jersey,West Daniel,P689,its,Fashion,Clothing,Cole-Kane,4,23723,COD,Female,50,94891
A10969,19-02-2026,19-09-2026,05-02-2026,Delivered,C4835,Jennifer Hayes,India,Delaware,Kingstad,P478,set,Home,Kitchen,Carr-Morris,1,28260,Card,Female,46,28260
A10970,21-07-2026,03-06-2026,21-09-2026,Delivered,C7693,Devin Porter,India,Maryland,Mileston,P514,amount,Electronics,Laptop,Duncan-Jones,3,28085,COD,Female,45,84254
A10971,25-10-2026,12-02-2026,19-04-2026,Delivered,C2888,Joshua Farmer,India,Idaho,Kennethville,P388,try,Home,Furniture,Mcknight and Sons,4,46700,COD,Male,52,186798
A10972,29-05-2026,06-09-2026,07-01-2026,Delivered,C1525,David Hopkins,India,New Jersey,Devonton,P578,instead,Home,Kitchen,"Gallegos, White and Vaughan",2,45968,Card,Female,18,91935
A10973,17-02-2026,04-04-2026,16-02-2026,Delivered,C3792,Sandra Potts,India,Montana,Maloneport,P619,under,Home,Furniture,Schmidt-Ferguson,3,48017,NetBanking,Male,32,144052
A10974,26-02-2026,09-09-2026,23-03-2026,Delivered,C3346,Mindy Kramer,India,Texas,Port Laurie,P516,within,Home,Furniture,Macias-Stevenson,2,11061,UPI,Female,31,22123
A10975,09-01-2026,07-07-2026,03-06-2026,Delivered,C4724,Elizabeth Oliver,India,New Hampshire,Changhaven,P157,difference,Electronics,Laptop,"Cole, Perry and Gross",1,47757,UPI,Female,55,47757
A10976,02-12-2026,21-06-2026,02-02-2026,Delivered,C2206,Tyler Young,India,Washington,Hardinport,P475,fear,Electronics,Mobile,Mcfarland Group,2,22862,UPI,Female,55,45724
A10977,02-08-2026,02-09-2026,27-01-2026,Delivered,C9787,Colton Ford,India,Louisiana,West Brandonstad,P835,American,Fashion,Clothing,Gregory Inc,1,40496,Card,Male,45,40496
A10978,31-01-2026,01-11-2026,13-07-2026,Delivered,C5761,Michael Parker,India,Wisconsin,Jasonside,P320,itself,Fashion,Footwear,"Green, Johnson and Murray",2,28474,Card,Male,34,56948
A10979,18-06-2026,04-07-2026,12-11-2026,Delivered,C7549,Joel Dean III,India,Oklahoma,South Sydneyhaven,P578,beyond,Fashion,Clothing,Dickerson-Woods,1,42230,NetBanking,Male,30,42230
A10980,13-01-2026,23-03-2026,23-07-2026,Delivered,C2513,Christine Cook,India,Rhode Island,West Lisaborough,P313,everybody,Fashion,Clothing,Williams-Howard,2,24670,NetBanking,Female,52,49341
A10981,04-01-2026,27-04-2026,15-06-2026,Delivered,C8292,Kelly Cruz,India,Pennsylvania,East Rebecca,P932,less,Fashion,Footwear,"Chavez, Castro and Jacobson",2,8940,COD,Female,30,17880
A10982,30-05-2026,12-05-2026,27-12-2026,Delivered,C4291,Hannah Williams,India,Indiana,Stuartstad,P279,development,Electronics,Accessories,Johnson LLC,4,4524,COD,Female,20,18095
A10983,02-05-2026,15-08-2026,17-12-2026,Delivered,C6485,Stephanie Thompson,India,New Jersey,Schmidtmouth,P134,study,Electronics,Accessories,Sparks-Johnson,2,24839,NetBanking,Male,33,49678
A10984,14-11-2026,18-03-2026,07-09-2026,Delivered,C7627,Elizabeth Miller,India,Illinois,Billyfurt,P847,then,Home,Furniture,Thomas Group,3,18773,Card,Female,40,56318
A10985,29-09-2026,21-03-2026,30-01-2026,Delivered,C7093,Monica Stewart,India,Virginia,South Andrew,P416,either,Electronics,Accessories,"Russell, Mann and Adams",5,23534,Card,Female,57,117670
A10986,26-09-2026,24-01-2026,24-12-2026,Delivered,C4444,Rebecca Jones,India,Nevada,Stevensonton,P970,card,Fashion,Clothing,Williams-Romero,2,26989,Card,Female,29,53978
A10987,11-10-2026,18-01-2026,29-09-2026,Delivered,C2665,Matthew Curtis,India,Ohio,East Danielle,P233,west,Home,Furniture,Blanchard-Leon,2,41776,Card,Male,54,83553
A10988,29-09-2026,04-03-2026,11-01-2026,Delivered,C9945,Matthew Davidson,India,Arizona,East Darryl,P789,rise,Electronics,Accessories,Bailey-Miller,2,11962,Card,Male,63,23923
A10989,04-12-2026,29-10-2026,23-01-2026,Delivered,C6912,Shawn Garcia,India,Utah,Wrightshire,P644,happy,Home,Furniture,Harris and Sons,4,10408,NetBanking,Male,34,41633
A10990,29-01-2026,03-01-2026,06-12-2026,Delivered,C9158,Tony Travis,India,West Virginia,New Bobbymouth,P457,yourself,Fashion,Clothing,"Lynn, Spencer and Palmer",3,30079,NetBanking,Male,33,90237
A10991,12-07-2026,20-07-2026,20-12-2026,Delivered,C4383,Alexandra Lowe,India,Oregon,Stevenmouth,P265,institution,Electronics,Laptop,Smith-Mccann,2,6425,UPI,Female,33,12850
A10992,20-01-2026,30-08-2026,12-07-2026,Delivered,C7220,Kristin Roberts,India,Oklahoma,Jonesville,P566,brother,Electronics,Laptop,Williams LLC,1,34286,UPI,Female,61,34286
A10993,19-05-2026,08-11-2026,25-10-2026,Delivered,C5088,Dr. Debra Baxter MD,India,New Hampshire,New Gwendolynville,P572,short,Fashion,Clothing,"Bentley, Morrison and Myers",5,11374,UPI,Female,64,56871
A10994,26-08-2026,01-03-2026,28-05-2026,Delivered,C3923,Elizabeth Vincent,India,Arizona,Martinport,P227,back,Home,Kitchen,Hill Group,5,47659,NetBanking,Female,27,238297
A10995,23-06-2026,21-11-2026,20-10-2026,Delivered,C6898,Adam Garcia,India,Montana,North Patrick,P272,bed,Home,Furniture,"James, Watson and Bradshaw",1,33652,UPI,Female,51,33652
A10996,09-08-2026,21-12-2026,16-04-2026,Delivered,C2666,Glenda Simon,India,New Mexico,Travisville,P966,cell,Fashion,Footwear,Williams Ltd,4,34048,UPI,Male,58,136192
A10997,31-10-2026,24-06-2026,18-07-2026,Delivered,C4108,Mary Abbott,India,Colorado,West Pamela,P170,will,Electronics,Mobile,Meyer Ltd,1,9699,NetBanking,Female,42,9699
A10998,25-10-2026,22-09-2026,31-05-2026,Delivered,C7159,Tony Phillips,India,Wyoming,Wanghaven,P975,standard,Electronics,Mobile,Leonard-Padilla,4,10936,Card,Female,32,43742
A10999,14-06-2026,05-07-2026,18-10-2026,Delivered,C6033,Pamela Cortez,India,Delaware,Teresastad,P384,against,Fashion,Clothing,Hamilton-Roach,3,47386,COD,Female,46,142158
A11000,16-07-2026,15-10-2026,21-08-2026,Delivered,C5179,Kimberly Edwards,India,New Jersey,Lake Jamesmouth,P587,clear,Electronics,Mobile,Reynolds and Sons,5,4702,COD,Female,54,23508
A11001,20-02-2026,05-05-2026,14-04-2026,Delivered,C5376,Pamela Jones,India,Wyoming,South Andreatown,P651,American,Home,Kitchen,Richardson-Chavez,5,40189,UPI,Female,63,200944
A11002,30-06-2026,24-11-2026,06-08-2026,Delivered,C3015,Wendy Garcia,India,Ohio,Austinstad,P583,draw,Electronics,Mobile,"Lara, Savage and Ortega",1,19483,UPI,Female,50,19483
A11003,31-03-2026,17-02-2026,14-06-2026,Delivered,C7448,Susan Fox,India,Colorado,New Vanessa,P285,talk,Fashion,Clothing,Roy-Allen,2,20061,UPI,Male,44,40122
A11004,06-04-2026,16-08-2026,09-09-2026,Delivered,C2381,Paul Bird,India,Tennessee,East Carolynland,P965,someone,Electronics,Mobile,Smith Group,2,13757,Card,Female,50,27513
A11005,25-10-2026,15-07-2026,10-10-2026,Delivered,C4853,Mrs. Samantha Silva,India,New Jersey,North Vanessa,P475,radio,Fashion,Footwear,"Galloway, Lopez and Pacheco",5,21430,Card,Female,43,107151
A11006,20-06-2026,18-12-2026,30-01-2026,Delivered,C9747,Maurice Smith,India,Alabama,Lake Willieborough,P790,none,Fashion,Footwear,Larsen-Shannon,2,35531,Card,Male,34,71062
A11007,27-01-2026,14-10-2026,19-12-2026,Delivered,C2523,Karen Walker,India,South Dakota,Kellymouth,P660,music,Fashion,Clothing,"Jackson, Brewer and Gomez",4,3283,COD,Female,49,13130
A11008,05-01-2026,26-03-2026,28-12-2026,Delivered,C8489,Julie Thompson,India,Tennessee,East Spencerborough,P430,American,Electronics,Laptop,Brown Inc,2,8138,Card,Female,23,16277
A11009,23-05-2026,12-09-2026,18-05-2026,Delivered,C1744,Adam Harris,India,New Jersey,Port Scotttown,P140,under,Home,Furniture,Jenkins-Ortega,4,20698,Card,Female,54,82791
A11010,18-11-2026,10-01-2026,03-06-2026,Delivered,C6830,Mark Gibson,India,North Dakota,Port James,P581,wall,Home,Kitchen,Hunter-Barnes,3,10214,COD,Male,39,30641
A11011,26-10-2026,10-11-2026,25-12-2026,Delivered,C5202,Rita Burke,India,New Mexico,Port Amymouth,P572,between,Fashion,Footwear,"Washington, King and Huff",2,41249,Card,Female,26,82498
A11012,02-08-2026,30-06-2026,13-04-2026,Delivered,C7587,Samuel Bradshaw,India,Kansas,East Jamesside,P506,especially,Fashion,Footwear,Russell Group,2,34751,COD,Female,62,69501
A11013,10-01-2026,20-08-2026,30-10-2026,Delivered,C7940,Charles Ramos,India,Virginia,Ginaview,P422,huge,Fashion,Footwear,Rodriguez and Sons,4,42988,COD,Female,53,171950
A11014,20-05-2026,18-10-2026,19-10-2026,Delivered,C9841,Brittany Rodriguez,India,Nebraska,Richardfort,P888,training,Home,Furniture,Singh-Anderson,2,39407,UPI,Male,42,78815
A11015,14-08-2026,01-12-2026,01-05-2026,Delivered,C4433,Evelyn Lowery,India,Colorado,Robertview,P477,tree,Fashion,Clothing,"Terry, Brown and Torres",3,13720,NetBanking,Male,36,41160
A11016,25-12-2026,11-08-2026,30-03-2026,Delivered,C8679,Michelle Nolan,India,Maine,Dominguezville,P555,begin,Electronics,Laptop,Strong-Moyer,1,5260,COD,Female,41,5260
A11017,23-04-2026,20-10-2026,09-05-2026,Delivered,C5241,Leah Reed,India,New Hampshire,Michaelville,P705,end,Fashion,Footwear,Thompson Inc,1,26034,COD,Female,38,26034
A11018,30-01-2026,05-02-2026,27-04-2026,Delivered,C6467,Michelle Mcclure,India,Delaware,Port Molly,P116,crime,Electronics,Accessories,Hale-Ford,3,38413,NetBanking,Male,46,115238
A11019,02-06-2026,13-12-2026,03-09-2026,Delivered,C1916,David Wilson,India,Missouri,Port Shawnside,P935,skin,Fashion,Clothing,"Myers, Bailey and Hamilton",5,9340,UPI,Male,34,46698
A11020,13-11-2026,24-05-2026,22-10-2026,Delivered,C6145,Colin Chavez,India,Alaska,Marshallshire,P231,coach,Electronics,Mobile,Boyd-Hayes,1,22265,Card,Male,42,22265
A11021,09-05-2026,30-01-2026,23-03-2026,Delivered,C6702,Michael Wagner,India,Connecticut,Timothyfurt,P461,matter,Home,Furniture,Calderon-Ortiz,2,40161,UPI,Male,60,80321
A11022,14-06-2026,24-11-2026,15-06-2026,Delivered,C1948,Joshua Wright,India,Missouri,Scottton,P895,finish,Fashion,Footwear,"Moore, Harrison and Simon",5,15757,UPI,Female,55,78784
A11023,20-09-2026,13-03-2026,21-10-2026,Delivered,C2280,Donald Edwards,India,Illinois,West Colleenburgh,P879,discussion,Home,Furniture,"Friedman, York and Barker",2,42588,Card,Female,57,85176
A11024,04-02-2026,26-06-2026,31-03-2026,Delivered,C2269,James Smith,India,Rhode Island,Spencermouth,P961,site,Fashion,Footwear,Fox-Cooper,5,8744,Card,Male,54,43718
A11025,16-10-2026,06-03-2026,10-04-2026,Delivered,C1709,Patricia Nelson,India,Ohio,West Amyburgh,P412,record,Electronics,Laptop,"Rivera, Barrett and Burch",2,35838,Card,Female,44,71677
A11026,03-04-2026,05-07-2026,06-09-2026,Delivered,C8469,Joshua Ross,India,Virginia,Matthewview,P298,alone,Fashion,Footwear,Douglas-White,5,13302,NetBanking,Male,56,66510
A11027,25-06-2026,01-07-2026,28-04-2026,Delivered,C8031,Andrew Ramirez,India,Hawaii,Erikstad,P461,least,Fashion,Footwear,Gonzales Inc,2,15371,UPI,Female,57,30742
A11028,17-04-2026,07-09-2026,09-11-2026,Delivered,C1871,Miss Peggy Shannon,India,South Dakota,Ashleyfurt,P137,sport,Home,Furniture,Huffman Ltd,4,44724,Card,Female,49,178896
A11029,27-09-2026,03-09-2026,05-10-2026,Delivered,C5123,Cory Rodriguez,India,Minnesota,Dukeburgh,P584,color,Fashion,Footwear,Hines Group,5,26647,NetBanking,Female,52,133235
A11030,19-10-2026,30-04-2026,01-10-2026,Delivered,C1330,Sandra Green,India,Delaware,Lake Nicolemouth,P552,land,Home,Kitchen,"Richardson, Boyd and Prince",3,26932,Card,Male,44,80797
A11031,05-07-2026,08-12-2026,29-05-2026,Delivered,C1784,Rachel Li,India,Texas,Mccallview,P415,television,Fashion,Footwear,Johnson Inc,3,34543,NetBanking,Male,49,103628
A11032,31-07-2026,21-09-2026,10-12-2026,Delivered,C9254,Diane Guerrero,India,Utah,Port Robert,P739,commercial,Home,Furniture,Melton and Sons,4,43620,Card,Male,52,174479
A11033,02-11-2026,10-11-2026,23-02-2026,Delivered,C3782,Brianna Robinson,India,South Carolina,Cassandraburgh,P216,end,Home,Kitchen,"English, Cox and Jacobs",2,24072,UPI,Male,35,48145
A11034,26-03-2026,25-08-2026,08-12-2026,Delivered,C3295,Connor Wells,India,Georgia,East Nicholas,P244,get,Fashion,Clothing,"Chang, Smith and Peterson",2,22411,NetBanking,Female,65,44823
A11035,23-03-2026,02-12-2026,04-11-2026,Delivered,C1999,Mindy Reeves,India,Oregon,Hendricksfurt,P850,left,Electronics,Mobile,Walton Group,1,7520,UPI,Male,18,7520
A11036,20-08-2026,09-04-2026,07-08-2026,Delivered,C6184,Janice Tucker,India,Alabama,Smithhaven,P927,lawyer,Home,Furniture,Pacheco Inc,1,10228,NetBanking,Female,19,10228
A11037,09-09-2026,07-03-2026,04-08-2026,Delivered,C3315,Sara Trevino,India,Florida,Hunterbury,P542,trouble,Home,Furniture,Byrd Group,2,47767,Card,Male,29,95535
A11038,04-05-2026,09-09-2026,19-07-2026,Delivered,C4481,Brenda Atkinson,India,North Dakota,Greenport,P462,million,Electronics,Laptop,Hall LLC,5,16819,Card,Male,25,84095
A11039,04-08-2026,21-10-2026,17-08-2026,Delivered,C2329,Jessica Khan,India,New Mexico,Lake Marvinchester,P712,number,Home,Kitchen,Barrera-Hill,5,5322,Card,Female,55,26611
A11040,23-11-2026,19-07-2026,18-01-2026,Delivered,C7818,Charles Lopez,India,Massachusetts,Smithberg,P480,even,Electronics,Accessories,Willis-Myers,2,9386,COD,Male,47,18772
A11041,23-12-2026,25-12-2026,27-03-2026,Delivered,C6804,Melinda White,India,Nebraska,South Maria,P836,rule,Electronics,Mobile,Jones PLC,4,8227,COD,Male,25,32910
A11042,15-07-2026,12-05-2026,23-05-2026,Delivered,C7739,Jennifer Perkins,India,New Jersey,New Leslie,P961,interesting,Fashion,Footwear,Maldonado-Martin,4,20997,NetBanking,Female,58,83989
A11043,23-09-2026,14-01-2026,09-01-2026,Delivered,C3809,Justin Haley,India,Alaska,Port Elizabethton,P191,help,Electronics,Accessories,Ross-Rice,2,581,Card,Female,52,1161
A11044,25-02-2026,14-06-2026,17-02-2026,Delivered,C5122,Matthew Donovan,India,Oregon,North Alyssahaven,P982,prove,Fashion,Footwear,Thompson Group,2,37180,Card,Male,26,74360
A11045,13-11-2026,28-12-2026,25-03-2026,Delivered,C7058,Dean Brown,India,Alabama,Brittanystad,P542,then,Fashion,Footwear,Carr and Sons,1,11394,UPI,Female,56,11394
A11046,21-03-2026,15-11-2026,27-06-2026,Delivered,C8923,John Moyer,India,New Mexico,Johnburgh,P771,event,Home,Furniture,Silva-Morgan,5,43902,COD,Male,58,219510
A11047,03-10-2026,14-06-2026,14-03-2026,Delivered,C3731,Mary Faulkner,India,Mississippi,South Amy,P338,lawyer,Fashion,Clothing,Beard Ltd,4,16525,Card,Female,40,66099
A11048,11-08-2026,10-05-2026,17-05-2026,Delivered,C3027,Joshua White,India,Oklahoma,Jenkinsside,P398,pull,Electronics,Mobile,Wright Inc,2,16238,NetBanking,Female,52,32477
A11049,22-10-2026,25-05-2026,05-10-2026,Delivered,C5143,Brittany Scott,India,North Dakota,Jeffton,P335,give,Home,Furniture,Hansen-Young,2,44687,NetBanking,Female,54,89375
A11050,12-12-2026,17-05-2026,19-02-2026,Delivered,C4295,Keith Robinson,India,Minnesota,East Wendychester,P924,key,Electronics,Accessories,"Adams, Cox and Lopez",5,30835,Card,Male,49,154176
A11051,16-12-2026,10-01-2026,08-08-2026,Delivered,C7646,Elizabeth Rogers,India,Indiana,South Garrett,P488,day,Home,Furniture,Peterson-Oconnell,5,38713,COD,Female,23,193565
A11052,27-10-2026,24-04-2026,24-02-2026,Delivered,C7012,Philip Williams,India,Nevada,Cassidyville,P828,ground,Electronics,Accessories,Bauer Ltd,2,20583,UPI,Male,59,41166
A11053,16-05-2026,18-09-2026,07-02-2026,Delivered,C9005,Lori Pratt DVM,India,Washington,Jasonhaven,P783,couple,Electronics,Accessories,Murillo and Sons,1,19744,NetBanking,Male,28,19744
A11054,27-11-2026,03-05-2026,08-09-2026,Delivered,C8065,Caleb Sanders,India,Connecticut,South Davidmouth,P541,majority,Home,Kitchen,Anderson and Sons,2,22513,UPI,Male,34,45026
A11055,30-07-2026,03-06-2026,21-09-2026,Delivered,C5130,Susan Robertson,India,South Dakota,Aaronchester,P507,western,Fashion,Footwear,Perez LLC,1,28789,COD,Female,29,28789
A11056,19-09-2026,06-08-2026,13-03-2026,Delivered,C6396,Mary Taylor,India,Wyoming,Jamesfort,P600,able,Fashion,Footwear,Wu PLC,4,5069,COD,Male,42,20277
A11057,11-10-2026,09-01-2026,29-10-2026,Delivered,C1499,Megan Beltran,India,Delaware,Moseston,P566,southern,Fashion,Footwear,Nelson Group,3,15921,Card,Male,58,47764
A11058,19-06-2026,07-04-2026,02-10-2026,Delivered,C8196,Virginia Brown,India,Tennessee,Wardton,P536,believe,Electronics,Mobile,Mckee-Burke,1,35252,COD,Male,65,35252
A11059,19-09-2026,02-06-2026,19-07-2026,Delivered,C7023,Andrew Moore,India,Alaska,New Coleborough,P673,baby,Fashion,Clothing,Hughes and Sons,3,5365,Card,Female,61,16095
A11060,18-02-2026,28-01-2026,16-01-2026,Delivered,C1632,Heidi Hubbard,India,Indiana,Melissashire,P111,term,Home,Furniture,Diaz-Morrison,1,38211,COD,Female,25,38211
A11061,10-03-2026,18-07-2026,16-03-2026,Delivered,C4140,Tracy Bradford,India,Alaska,Port Paulamouth,P507,key,Home,Kitchen,Waters Inc,2,11836,Card,Female,29,23673
A11062,16-08-2026,23-02-2026,31-03-2026,Delivered,C2533,Donna Pierce,India,North Carolina,Robertsonside,P907,operation,Electronics,Mobile,Walker Ltd,1,17385,COD,Female,65,17385
A11063,19-06-2026,22-10-2026,09-06-2026,Delivered,C7210,Brenda Mason,India,Indiana,Lake Sarah,P163,rock,Fashion,Clothing,Bond-Livingston,3,44383,NetBanking,Male,53,133148
A11064,25-11-2026,25-08-2026,29-03-2026,Delivered,C8299,Michelle Knight,India,Virginia,Miguelberg,P979,low,Home,Kitchen,Morris Inc,1,21625,Card,Male,18,21625
A11065,13-09-2026,02-08-2026,02-12-2026,Delivered,C3018,Christopher Smith,India,Arkansas,Port Jenniferstad,P632,decade,Electronics,Laptop,Green Group,5,23857,UPI,Male,27,119287
A11066,11-07-2026,05-11-2026,13-04-2026,Delivered,C2774,Amanda Morales,India,Kansas,Williamsbury,P309,officer,Electronics,Laptop,"Wilkins, Walker and White",5,45768,COD,Male,59,228839
A11067,19-06-2026,29-06-2026,17-10-2026,Delivered,C7047,Alexis Brown,India,Florida,Heidistad,P117,trial,Home,Furniture,Hull-Pitts,4,30273,COD,Female,38,121092
A11068,30-01-2026,01-08-2026,12-07-2026,Delivered,C6456,Morgan Figueroa,India,New Jersey,North Denisemouth,P834,his,Home,Kitchen,"Mckenzie, Randall and Henry",5,26259,Card,Male,61,131293
A11069,19-01-2026,07-09-2026,13-11-2026,Delivered,C5859,Jessica Lee,India,Alabama,Port Virginia,P158,laugh,Home,Kitchen,"Frost, Ryan and Robinson",1,22554,UPI,Male,54,22554
A11070,23-06-2026,07-11-2026,22-10-2026,Delivered,C2775,Alexandria Gibson,India,North Dakota,Maryland,P690,six,Electronics,Mobile,Brown-Edwards,1,35755,NetBanking,Male,42,35755
A11071,06-02-2026,12-12-2026,29-09-2026,Delivered,C8872,Laura Scott,India,North Carolina,Richardfort,P897,care,Fashion,Clothing,"Higgins, Decker and Bradford",1,20072,COD,Female,52,20072
A11072,25-03-2026,21-10-2026,18-11-2026,Delivered,C4500,Betty Miller,India,Minnesota,South Amandachester,P819,hot,Fashion,Clothing,"Thomas, Walker and Bradley",5,13151,NetBanking,Male,29,65756
A11073,17-09-2026,11-05-2026,10-03-2026,Delivered,C8947,Clayton Hamilton,India,Oregon,Brandiside,P109,important,Home,Kitchen,Cross-Williams,1,19882,Card,Female,54,19882
A11074,29-03-2026,13-03-2026,21-01-2026,Delivered,C5952,Samuel Sanders,India,Arkansas,New Paula,P810,wife,Home,Furniture,Gallegos-West,1,42347,UPI,Male,44,42347
A11075,14-11-2026,02-11-2026,12-10-2026,Delivered,C6213,Wesley Barrera,India,Kansas,Lake Sean,P467,team,Electronics,Mobile,"Bray, Barber and Li",1,16367,NetBanking,Female,18,16367
A11076,20-06-2026,17-11-2026,15-05-2026,Delivered,C1797,Melissa Johnson,India,California,East Vanessachester,P660,any,Fashion,Clothing,Martinez Inc,3,27137,Card,Male,36,81411
A11077,18-10-2026,25-10-2026,22-01-2026,Delivered,C9975,Austin Jones,India,Iowa,Christinafurt,P324,voice,Electronics,Mobile,Calderon-Sampson,4,17445,NetBanking,Female,37,69781
